date,tickers
2020-02-04,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,DIS,XOM,KO,HD,VZ,MRK,T,CMCSA,CSCO,PEP,CVX,PFE,WFC,BA,ADBE,ORCL,CRM,NFLX,MDT,C,MCD,NKE,ABT,NVDA,BMY,PYPL,ACN,COST,AMGN,LLY,PM,NEE,TMO,IBM,UNP,AVGO"
2020-02-05,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,MA,PG,BAC,INTC,UNH,XOM,DIS,HD,KO,VZ,MRK,CVX,T,CSCO,CMCSA,PFE,PEP,WFC,BA,ADBE,ORCL,CRM,C,NFLX,MDT,MCD,ABT,NKE,NVDA,BMY,PYPL,AMGN,COST,ACN,LLY,IBM,TMO,PM,NEE,ABBV,AVGO"
2020-02-06,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,XOM,DIS,HD,KO,VZ,T,MRK,CSCO,CVX,CMCSA,PFE,PEP,WFC,BA,ADBE,ORCL,CRM,C,MDT,NFLX,MCD,ABT,NVDA,NKE,BMY,PYPL,COST,AMGN,ACN,PM,LLY,IBM,TMO,NEE,ABBV,AVGO"
2020-02-07,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,MA,PG,BAC,INTC,UNH,XOM,DIS,HD,KO,VZ,T,MRK,CMCSA,CSCO,CVX,PEP,PFE,WFC,BA,ADBE,ORCL,CRM,C,NFLX,MDT,MCD,ABT,NKE,NVDA,BMY,PYPL,COST,ABBV,PM,AMGN,ACN,LLY,NEE,IBM,TMO,AVGO"
2020-02-10,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,HD,DIS,KO,XOM,VZ,T,CSCO,MRK,CVX,CMCSA,PEP,PFE,WFC,BA,ADBE,ORCL,CRM,C,NFLX,NVDA,MDT,MCD,ABT,NKE,BMY,PYPL,ABBV,COST,PM,ACN,AMGN,NEE,TMO,LLY,IBM,UNP"
2020-02-11,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,HD,XOM,KO,DIS,VZ,CSCO,CVX,T,MRK,CMCSA,PEP,PFE,WFC,BA,ADBE,ORCL,CRM,C,NVDA,NFLX,MCD,MDT,ABT,NKE,BMY,ABBV,PYPL,PM,COST,ACN,AMGN,TMO,NEE,LLY,IBM,AVGO"
2020-02-12,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,XOM,HD,DIS,KO,VZ,CSCO,CMCSA,CVX,T,PEP,MRK,PFE,BA,WFC,ADBE,ORCL,CRM,NVDA,NFLX,C,MCD,NKE,ABT,MDT,BMY,ABBV,COST,PYPL,PM,ACN,AMGN,TMO,NEE,IBM,LLY,AVGO"
2020-02-13,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,XOM,HD,KO,DIS,VZ,CMCSA,CVX,T,PEP,CSCO,WFC,MRK,PFE,BA,ADBE,ORCL,CRM,NFLX,NVDA,C,MCD,NKE,ABT,MDT,BMY,PYPL,ABBV,COST,PM,ACN,NEE,TMO,AMGN,IBM,AVGO,LLY"
2020-02-14,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,INTC,UNH,HD,XOM,KO,DIS,VZ,CMCSA,T,CVX,PEP,MRK,CSCO,WFC,BA,PFE,ADBE,NVDA,ORCL,CRM,NFLX,C,MCD,NKE,ABT,MDT,BMY,PYPL,COST,ABBV,PM,NEE,ACN,TMO,AMGN,HON,LLY,IBM"
2020-02-18,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,UNH,INTC,HD,XOM,KO,DIS,VZ,CMCSA,T,CVX,PEP,MRK,CSCO,WFC,BA,PFE,ADBE,NVDA,ORCL,CRM,NFLX,C,MCD,NKE,ABT,MDT,BMY,PYPL,COST,ABBV,NEE,ACN,PM,TMO,AMGN,IBM,LLY,HON"
2020-02-19,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,UNH,INTC,HD,XOM,KO,DIS,VZ,CMCSA,T,CVX,PEP,MRK,CSCO,WFC,NVDA,BA,PFE,ADBE,ORCL,CRM,NFLX,C,MCD,NKE,ABT,MDT,BMY,PYPL,COST,ABBV,ACN,PM,TMO,NEE,AMGN,HON,IBM,LLY"
2020-02-20,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,UNH,INTC,HD,KO,XOM,DIS,VZ,CMCSA,T,CVX,PEP,MRK,CSCO,WFC,BA,NVDA,PFE,ADBE,ORCL,CRM,NFLX,C,MCD,NKE,ABT,MDT,BMY,PYPL,COST,ABBV,ACN,PM,NEE,TMO,AMGN,LLY,IBM,HON"
2020-02-21,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,MA,WMT,PG,BAC,UNH,INTC,HD,KO,XOM,DIS,VZ,T,CMCSA,CVX,PEP,MRK,CSCO,WFC,PFE,BA,NVDA,ADBE,ORCL,CRM,NFLX,MCD,C,NKE,ABT,MDT,BMY,COST,ABBV,PYPL,PM,NEE,ACN,TMO,AMGN,LLY,HON,IBM"
2020-02-24,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,MA,PG,BAC,INTC,UNH,HD,KO,XOM,DIS,VZ,T,CMCSA,PEP,MRK,CVX,WFC,CSCO,PFE,BA,ADBE,ORCL,NVDA,CRM,NFLX,MCD,C,ABT,MDT,NKE,BMY,COST,ABBV,PYPL,NEE,PM,ACN,AMGN,TMO,LLY,HON,IBM"
2020-02-25,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,PG,MA,BAC,INTC,HD,UNH,KO,VZ,DIS,XOM,T,CMCSA,PEP,MRK,CVX,WFC,CSCO,PFE,BA,ADBE,ORCL,CRM,NVDA,NFLX,MCD,C,MDT,NKE,ABT,BMY,COST,PM,NEE,ABBV,PYPL,ACN,AMGN,LLY,TMO,IBM,HON"
2020-02-26,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,PG,MA,BAC,INTC,HD,UNH,KO,VZ,XOM,DIS,T,PEP,CMCSA,MRK,CVX,PFE,WFC,CSCO,BA,ADBE,NFLX,ORCL,NVDA,CRM,MCD,ABT,NKE,C,MDT,BMY,COST,PM,NEE,ABBV,PYPL,AMGN,ACN,TMO,LLY,HON,IBM"
2020-02-27,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,PG,MA,BAC,HD,UNH,INTC,KO,VZ,DIS,XOM,T,PEP,MRK,CMCSA,PFE,CVX,WFC,CSCO,NFLX,BA,ADBE,ORCL,NVDA,CRM,MCD,ABT,NKE,MDT,C,BMY,COST,PM,ABBV,PYPL,NEE,AMGN,ACN,TMO,LLY,HON,IBM"
2020-02-28,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,MA,PG,BAC,UNH,INTC,HD,KO,VZ,XOM,DIS,T,CMCSA,MRK,PEP,PFE,CVX,CSCO,WFC,ADBE,NVDA,NFLX,ORCL,BA,CRM,MCD,NKE,ABT,MDT,BMY,C,PM,ABBV,PYPL,COST,NEE,AMGN,TMO,ACN,HON,LLY,IBM"
2020-03-02,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,MA,PG,BAC,UNH,INTC,HD,KO,VZ,XOM,DIS,T,MRK,CMCSA,PEP,PFE,CVX,CSCO,WFC,ADBE,NVDA,NFLX,BA,ORCL,CRM,MCD,ABT,NKE,C,MDT,COST,BMY,PYPL,PM,ABBV,NEE,AMGN,TMO,LLY,ACN,HON,AVGO"
2020-03-03,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JPM,JNJ,WMT,PG,MA,UNH,BAC,HD,KO,INTC,VZ,XOM,DIS,T,MRK,CMCSA,PEP,PFE,CVX,CSCO,ADBE,WFC,NVDA,NFLX,BA,ORCL,CRM,MCD,NKE,ABT,C,MDT,COST,BMY,PM,NEE,ABBV,PYPL,TMO,AMGN,LLY,ACN,HON,AVGO"
2020-03-04,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,JPM,WMT,PG,MA,UNH,HD,KO,INTC,BAC,VZ,XOM,DIS,T,MRK,PEP,CMCSA,PFE,CVX,CSCO,ADBE,NVDA,WFC,NFLX,BA,ORCL,CRM,MCD,NKE,ABT,COST,C,MDT,BMY,PM,NEE,ABBV,PYPL,TMO,LLY,AMGN,HON,ACN,AVGO"
2020-03-05,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,JPM,WMT,PG,MA,UNH,HD,KO,INTC,VZ,BAC,XOM,DIS,T,MRK,PEP,PFE,CMCSA,CVX,ADBE,NVDA,CSCO,NFLX,WFC,CRM,ORCL,MCD,BA,ABT,NKE,COST,PM,BMY,NEE,MDT,ABBV,C,PYPL,LLY,AMGN,TMO,HON,ACN,IBM"
2020-03-06,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,JPM,WMT,PG,MA,UNH,HD,INTC,KO,VZ,BAC,DIS,XOM,T,MRK,PEP,CMCSA,PFE,CVX,CSCO,NVDA,NFLX,ADBE,WFC,ORCL,BA,MCD,CRM,ABT,COST,NKE,BMY,PM,NEE,MDT,ABBV,PYPL,C,LLY,AMGN,TMO,HON,ACN,AMT"
2020-03-09,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,UNH,VZ,HD,KO,INTC,BAC,MRK,DIS,T,PEP,XOM,PFE,CMCSA,CSCO,NFLX,NVDA,CVX,ADBE,ORCL,MCD,ABT,CRM,COST,WFC,NKE,BMY,BA,NEE,PM,ABBV,MDT,LLY,PYPL,TMO,AMGN,HON,C,ACN,AMT"
2020-03-10,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,HD,VZ,INTC,KO,BAC,DIS,MRK,T,PEP,XOM,PFE,CMCSA,CSCO,NVDA,NFLX,ADBE,CVX,ORCL,MCD,CRM,WFC,ABT,NKE,COST,PM,BMY,BA,ABBV,MDT,PYPL,LLY,NEE,TMO,AMGN,C,HON,ACN,AMT"
2020-03-11,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,HD,VZ,KO,INTC,BAC,DIS,MRK,T,PEP,XOM,CMCSA,PFE,CSCO,CVX,NFLX,ADBE,NVDA,ORCL,MCD,CRM,ABT,WFC,COST,NKE,BMY,LLY,ABBV,PM,MDT,PYPL,NEE,AMGN,TMO,HON,BA,C,ACN,AMT"
2020-03-12,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,VZ,HD,KO,INTC,BAC,MRK,T,DIS,PEP,CMCSA,XOM,PFE,CVX,CSCO,NFLX,ADBE,NVDA,ABT,MCD,CRM,ORCL,COST,BMY,ABBV,NKE,LLY,PYPL,MDT,TMO,PM,WFC,AMGN,NEE,ACN,AMT,HON,TXN,C"
2020-03-13,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,HD,BAC,KO,T,DIS,MRK,CMCSA,PEP,PFE,XOM,ADBE,CSCO,CVX,ORCL,NVDA,NFLX,ABT,COST,CRM,MCD,PYPL,WFC,LLY,ABBV,BMY,PM,AMGN,TMO,MDT,NKE,NEE,C,HON,ACN,AMT,TXN"
2020-03-16,"AAPL,MSFT,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,UNH,VZ,KO,INTC,BAC,HD,T,DIS,MRK,CMCSA,PFE,PEP,XOM,CSCO,ADBE,ORCL,NFLX,ABT,CVX,COST,NVDA,LLY,BMY,CRM,AMGN,MCD,TMO,ABBV,WFC,PYPL,PM,NKE,MDT,NEE,ACN,HON,AMT,TXN,GILD"
2020-03-17,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,MA,UNH,VZ,INTC,KO,BAC,HD,T,MRK,PEP,CMCSA,DIS,PFE,XOM,CSCO,ADBE,ORCL,ABT,NFLX,COST,NVDA,CVX,LLY,AMGN,BMY,WFC,CRM,TMO,PM,PYPL,MCD,NKE,NEE,ABBV,MDT,AMT,ACN,TXN,GILD,HON"
2020-03-18,"AAPL,MSFT,AMZN,GOOGL,GOOG,JNJ,WMT,V,PG,JPM,MA,VZ,UNH,INTC,KO,BAC,T,MRK,PFE,PEP,HD,CMCSA,DIS,CSCO,ORCL,ADBE,XOM,ABT,NFLX,COST,LLY,NVDA,AMGN,TMO,CRM,WFC,BMY,PYPL,NKE,ABBV,NEE,CVX,MCD,PM,GILD,MDT,AMT,ACN,LMT,TXN"
2020-03-19,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,WMT,JNJ,PG,JPM,MA,VZ,UNH,INTC,BAC,KO,HD,DIS,MRK,T,CMCSA,PEP,PFE,CSCO,ADBE,XOM,NFLX,ORCL,COST,ABT,NVDA,CRM,LLY,AMGN,WFC,TMO,MCD,BMY,PYPL,NKE,CVX,MDT,ABBV,PM,NEE,ACN,GILD,TXN,AMT,LMT"
2020-03-20,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,WMT,JNJ,PG,JPM,VZ,MA,UNH,INTC,BAC,MRK,KO,HD,DIS,T,PFE,CMCSA,CSCO,NFLX,PEP,ORCL,ADBE,XOM,COST,NVDA,CRM,ABT,LLY,AMGN,CVX,MCD,TMO,BMY,WFC,NKE,MDT,ABBV,PYPL,ACN,PM,NEE,GILD,TXN,AMT,LMT"
2020-03-23,"MSFT,AAPL,AMZN,GOOGL,GOOG,WMT,V,JNJ,PG,JPM,INTC,VZ,MA,UNH,HD,KO,MRK,BAC,NFLX,CMCSA,DIS,PFE,ADBE,CSCO,PEP,T,ORCL,XOM,NVDA,COST,CRM,ABT,AMGN,LLY,BMY,WFC,MCD,TMO,CVX,PYPL,MDT,NKE,ABBV,PM,TXN,GILD,ACN,NEE,IBM,LIN"
2020-03-24,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,WMT,JNJ,JPM,PG,MA,INTC,UNH,VZ,HD,BAC,DIS,KO,MRK,CSCO,CMCSA,PEP,NFLX,PFE,NVDA,T,XOM,ORCL,ADBE,CRM,COST,CVX,ABT,MCD,AMGN,WFC,PYPL,NKE,TMO,LLY,BMY,MDT,NEE,ABBV,ACN,PM,TXN,GILD,IBM,UNP"
2020-03-25,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,MA,PG,UNH,INTC,VZ,HD,BAC,DIS,KO,MRK,CSCO,XOM,PFE,PEP,T,CMCSA,NVDA,NFLX,ADBE,ORCL,CRM,CVX,ABT,COST,NKE,MCD,WFC,MDT,AMGN,PYPL,BMY,LLY,TMO,NEE,PM,ABBV,ACN,TXN,HON,UNP,LMT"
2020-03-26,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,HD,BAC,DIS,KO,MRK,CSCO,CMCSA,PFE,PEP,T,XOM,NFLX,ORCL,NVDA,ADBE,CVX,CRM,ABT,NKE,COST,WFC,MCD,MDT,LLY,PYPL,BMY,AMGN,NEE,TMO,PM,ABBV,ACN,BA,TXN,LMT,AMT"
2020-03-27,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,HD,BAC,KO,DIS,MRK,PEP,CSCO,PFE,T,XOM,CMCSA,NFLX,ORCL,NVDA,ADBE,ABT,CRM,NKE,CVX,COST,WFC,MCD,LLY,MDT,BMY,AMGN,NEE,PYPL,TMO,PM,ABBV,ACN,LMT,AMT,UNP,TXN"
2020-03-30,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,UNH,INTC,VZ,HD,BAC,KO,MRK,DIS,PEP,PFE,CSCO,T,NVDA,NFLX,CMCSA,XOM,ORCL,ADBE,ABT,CRM,CVX,NKE,COST,LLY,MCD,MDT,AMGN,WFC,BMY,NEE,PYPL,PM,TMO,ABBV,ACN,AMT,LMT,AVGO,UNP"
2020-03-31,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,UNH,INTC,VZ,HD,KO,BAC,MRK,DIS,PFE,PEP,CSCO,NFLX,NVDA,XOM,T,CMCSA,ADBE,ORCL,ABT,CVX,CRM,NKE,BMY,COST,LLY,ABBV,MCD,MDT,AMGN,NEE,WFC,PM,PYPL,TMO,ACN,TMUS,AMT,UNP,AVGO"
2020-04-01,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,MA,UNH,INTC,VZ,HD,KO,MRK,BAC,DIS,PFE,PEP,CSCO,NFLX,XOM,ORCL,T,NVDA,CMCSA,ADBE,ABT,CVX,COST,BMY,LLY,NKE,ABBV,CRM,MCD,AMGN,MDT,PM,WFC,TMO,PYPL,NEE,TMUS,ACN,LMT,UNP,AMT"
2020-04-02,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,MA,INTC,VZ,UNH,HD,KO,MRK,BAC,DIS,PFE,PEP,CSCO,XOM,NFLX,CMCSA,NVDA,ORCL,T,ADBE,CVX,ABT,LLY,COST,BMY,NKE,ABBV,AMGN,CRM,MCD,PM,MDT,TMO,WFC,NEE,PYPL,TMUS,ACN,LMT,AMT,GILD"
2020-04-03,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,WMT,V,PG,JPM,MA,INTC,VZ,UNH,HD,KO,MRK,PFE,BAC,PEP,DIS,CSCO,XOM,NFLX,CMCSA,ORCL,NVDA,T,ADBE,ABT,CVX,COST,LLY,BMY,NKE,ABBV,AMGN,CRM,MCD,MDT,PM,TMO,NEE,PYPL,WFC,TMUS,AMT,GILD,LMT,ACN"
2020-04-06,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,INTC,UNH,VZ,HD,KO,MRK,BAC,PFE,PEP,DIS,CSCO,XOM,NFLX,CMCSA,NVDA,ORCL,T,ADBE,CVX,ABT,COST,CRM,MCD,NKE,BMY,LLY,MDT,ABBV,AMGN,TMO,PYPL,PM,WFC,NEE,TMUS,ACN,AMT,LMT,AVGO"
2020-04-07,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,INTC,VZ,UNH,HD,KO,BAC,MRK,DIS,PEP,PFE,CSCO,XOM,CMCSA,NFLX,T,ORCL,NVDA,CVX,ADBE,ABT,COST,NKE,MCD,CRM,BMY,LLY,MDT,ABBV,AMGN,WFC,PYPL,TMO,PM,NEE,TMUS,ACN,AVGO,AMT,LMT"
2020-04-08,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,UNH,INTC,VZ,HD,KO,BAC,MRK,PEP,DIS,PFE,XOM,CSCO,CMCSA,NVDA,ORCL,NFLX,T,CVX,ADBE,ABT,CRM,COST,MDT,NKE,LLY,MCD,BMY,ABBV,AMGN,WFC,PYPL,TMO,PM,NEE,AMT,ACN,TMUS,AVGO,UNP"
2020-04-09,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,BAC,HD,KO,MRK,DIS,PFE,PEP,XOM,CSCO,CMCSA,ORCL,T,NFLX,NVDA,CVX,ADBE,ABT,CRM,MCD,WFC,MDT,NKE,BMY,COST,LLY,ABBV,AMGN,TMO,PYPL,NEE,PM,AMT,ACN,TMUS,LMT,IBM"
2020-04-13,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,HD,BAC,KO,MRK,DIS,PFE,PEP,XOM,NFLX,CSCO,CMCSA,ORCL,NVDA,T,CVX,ADBE,ABT,CRM,MCD,MDT,BMY,COST,ABBV,NKE,LLY,WFC,AMGN,TMO,PYPL,NEE,PM,AMT,ACN,TMUS,AVGO,LMT"
2020-04-14,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,MA,INTC,UNH,VZ,HD,KO,BAC,MRK,PEP,PFE,DIS,NFLX,CSCO,XOM,CMCSA,NVDA,ORCL,T,ADBE,ABT,CVX,CRM,COST,LLY,MCD,NKE,BMY,MDT,ABBV,AMGN,TMO,PYPL,WFC,PM,NEE,ACN,AMT,TMUS,AVGO,LMT"
2020-04-15,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,KO,MRK,BAC,PFE,NFLX,PEP,DIS,CSCO,NVDA,CMCSA,XOM,ORCL,T,ABT,ADBE,CVX,CRM,COST,LLY,ABBV,BMY,NKE,MCD,MDT,AMGN,TMO,PYPL,PM,WFC,NEE,AMT,TMUS,ACN,LMT,AVGO"
2020-04-16,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,WMT,V,PG,UNH,JPM,INTC,MA,VZ,HD,KO,MRK,NFLX,PFE,PEP,BAC,DIS,NVDA,CSCO,CMCSA,ABT,ORCL,ADBE,XOM,T,CVX,COST,CRM,LLY,AMGN,ABBV,BMY,NKE,MCD,TMO,MDT,PYPL,PM,NEE,AMT,TMUS,WFC,ACN,LMT,AVGO"
2020-04-17,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,KO,BAC,MRK,PFE,DIS,PEP,NFLX,CSCO,NVDA,XOM,CMCSA,ORCL,ABT,T,ADBE,CVX,CRM,LLY,COST,NKE,MDT,MCD,AMGN,ABBV,BMY,PYPL,TMO,PM,NEE,WFC,AMT,TMUS,LMT,ACN,AVGO"
2020-04-20,"MSFT,AMZN,AAPL,GOOGL,GOOG,JNJ,WMT,V,PG,JPM,UNH,MA,INTC,VZ,HD,MRK,KO,BAC,NFLX,PFE,PEP,DIS,CSCO,NVDA,ABT,XOM,CMCSA,ORCL,T,ADBE,CVX,CRM,LLY,BMY,AMGN,ABBV,COST,NKE,MDT,MCD,PYPL,TMO,PM,NEE,WFC,TMUS,ACN,AMT,LMT,AVGO"
2020-04-21,"MSFT,AMZN,AAPL,GOOGL,GOOG,JNJ,WMT,V,PG,JPM,UNH,MA,INTC,VZ,HD,KO,NFLX,MRK,BAC,PFE,DIS,PEP,CSCO,XOM,ABT,NVDA,CMCSA,T,ORCL,ADBE,CVX,LLY,BMY,AMGN,CRM,COST,NKE,ABBV,MCD,MDT,TMO,PYPL,NEE,PM,WFC,TMUS,AMT,ACN,LMT,CHTR"
2020-04-22,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,WMT,V,PG,JPM,UNH,MA,INTC,VZ,HD,KO,MRK,PFE,BAC,NFLX,PEP,DIS,CSCO,NVDA,XOM,ABT,ORCL,CMCSA,ADBE,T,CVX,LLY,MCD,CRM,NKE,BMY,COST,PYPL,AMGN,ABBV,TMO,MDT,NEE,PM,AMT,TMUS,WFC,ACN,LMT,AVGO"
2020-04-23,"MSFT,AMZN,AAPL,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,MRK,KO,PFE,BAC,NFLX,DIS,PEP,XOM,CSCO,NVDA,ABT,CMCSA,ORCL,ADBE,CVX,T,LLY,BMY,AMGN,CRM,NKE,MCD,PYPL,ABBV,COST,MDT,TMO,NEE,PM,TMUS,AMT,ACN,WFC,LMT,AVGO"
2020-04-24,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,PFE,MRK,KO,BAC,NFLX,PEP,DIS,XOM,CSCO,NVDA,CMCSA,ABT,ORCL,ADBE,CVX,T,LLY,PYPL,BMY,AMGN,CRM,ABBV,NKE,COST,MCD,MDT,TMO,NEE,PM,TMUS,ACN,WFC,AMT,LMT,AVGO"
2020-04-27,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,BAC,MRK,PFE,KO,DIS,PEP,NFLX,NVDA,XOM,CSCO,CMCSA,ABT,ADBE,ORCL,CVX,T,LLY,AMGN,BMY,PYPL,CRM,ABBV,NKE,MCD,COST,TMO,MDT,NEE,PM,WFC,ACN,TMUS,AMT,UNP,AVGO"
2020-04-28,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,BAC,KO,PFE,MRK,DIS,PEP,XOM,CSCO,NVDA,NFLX,CMCSA,ORCL,CVX,T,ABT,ADBE,LLY,BMY,AMGN,CRM,MCD,NKE,ABBV,PYPL,COST,MDT,TMO,PM,WFC,NEE,ACN,UNP,TMUS,AMT,LMT"
2020-04-29,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,JPM,PG,MA,UNH,INTC,VZ,HD,BAC,DIS,KO,PFE,XOM,MRK,PEP,NVDA,CSCO,NFLX,CMCSA,CVX,T,ORCL,ADBE,ABT,PYPL,CRM,LLY,MCD,BMY,AMGN,ABBV,NKE,COST,MDT,TMO,WFC,ACN,PM,NEE,AVGO,UNP,TMUS,TXN"
2020-04-30,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,BAC,PFE,KO,DIS,XOM,MRK,NFLX,PEP,NVDA,CSCO,CMCSA,CVX,ADBE,ORCL,T,ABT,CRM,PYPL,AMGN,LLY,MCD,BMY,NKE,ABBV,COST,TMO,MDT,WFC,ACN,PM,NEE,AVGO,LMT,TMUS,UNP"
2020-05-01,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,VZ,HD,BAC,PFE,KO,DIS,MRK,NFLX,PEP,XOM,NVDA,CSCO,CMCSA,CVX,ADBE,ORCL,T,ABT,PYPL,CRM,LLY,ABBV,BMY,MCD,AMGN,COST,NKE,TMO,MDT,ACN,PM,WFC,NEE,LMT,TMUS,UNP,CHTR"
2020-05-04,"MSFT,AAPL,AMZN,GOOGL,GOOG,JNJ,V,WMT,PG,JPM,UNH,MA,INTC,HD,VZ,BAC,PFE,KO,NFLX,DIS,XOM,MRK,PEP,NVDA,CSCO,CVX,ADBE,CMCSA,ORCL,T,ABT,CRM,PYPL,LLY,BMY,AMGN,MCD,ABBV,COST,NKE,TMO,MDT,PM,ACN,NEE,WFC,TMUS,LMT,CHTR,AVGO"
2020-05-05,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,UNH,MA,INTC,HD,VZ,PFE,BAC,KO,MRK,NFLX,XOM,DIS,PEP,NVDA,CSCO,CVX,ADBE,CMCSA,ABT,ORCL,T,CRM,PYPL,LLY,ABBV,AMGN,BMY,COST,NKE,MCD,TMO,MDT,ACN,NEE,PM,TMUS,LMT,WFC,AVGO,AMT"
2020-05-06,"MSFT,AAPL,AMZN,GOOGL,GOOG,V,JNJ,WMT,PG,JPM,UNH,MA,INTC,HD,VZ,PFE,BAC,KO,NFLX,MRK,NVDA,XOM,DIS,PEP,ADBE,CSCO,CVX,ORCL,ABT,CMCSA,T,PYPL,CRM,LLY,ABBV,AMGN,BMY,NKE,COST,TMO,MCD,MDT,ACN,PM,NEE,TMUS,AVGO,LMT,AMT,WFC"
